Actividad principal (CNAE-2009 a 1, 2 y 3 dígitos);Producto consumido;año;Total
255 Forja, estampación y embutición de metales metalurgia de polvos (CNAE 25.5);Carbón y coque;2015;0
255 Forja, estampación y embutición de metales metalurgia de polvos (CNAE 25.5);Biocombustibles;2022;1.909
255 Forja, estampación y embutición de metales metalurgia de polvos (CNAE 25.5);Biocombustibles;2021;479
255 Forja, estampación y embutición de metales metalurgia de polvos (CNAE 25.5);Biocombustibles;2019;0
255 Forja, estampación y embutición de metales metalurgia de polvos (CNAE 25.5);Biocombustibles;2017;2
255 Forja, estampación y embutición de metales metalurgia de polvos (CNAE 25.5);Biocombustibles;2015;132
255 Forja, estampación y embutición de metales metalurgia de polvos (CNAE 25.5);Calor y otros consumos energéticos;2022;2.629
255 Forja, estampación y embutición de metales metalurgia de polvos (CNAE 25.5);Calor y otros consumos energéticos;2021;2.701
255 Forja, estampación y embutición de metales metalurgia de polvos (CNAE 25.5);Calor y otros consumos energéticos;2019;1.998
255 Forja, estampación y embutición de metales metalurgia de polvos (CNAE 25.5);Calor y otros consumos energéticos;2017;2.999
255 Forja, estampación y embutición de metales metalurgia de polvos (CNAE 25.5);Calor y otros consumos energéticos;2015;3.427
255 Forja, estampación y embutición de metales metalurgia de polvos (CNAE 25.5);Total consumos energéticos;2022;221.063
255 Forja, estampación y embutición de metales metalurgia de polvos (CNAE 25.5);Total consumos energéticos;2021;132.744
255 Forja, estampación y embutición de metales metalurgia de polvos (CNAE 25.5);Total consumos energéticos;2019;115.658
255 Forja, estampación y embutición de metales metalurgia de polvos (CNAE 25.5);Total consumos energéticos;2017;105.373
255 Forja, estampación y embutición de metales metalurgia de polvos (CNAE 25.5);Total consumos energéticos;2015;97.981
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Electricidad;2022;142.049
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Electricidad;2021;82.842
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Electricidad;2019;73.780
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Electricidad;2017;73.045
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Electricidad;2015;68.019
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Gas;2022;58.599
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Gas;2021;29.397
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Gas;2019;30.260
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Gas;2017;27.243
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Gas;2015;21.954
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Gasóleo;2022;7.856
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Gasóleo;2021;6.743
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Gasóleo;2019;9.349
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Gasóleo;2017;7.593
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Gasóleo;2015;7.897
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Fueloil;2022;0
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Fueloil;2021;0
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Fueloil;2019;20
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Fueloil;2017;0
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Fueloil;2015;116
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Otros productos petrolíferos;2022;2.118
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Otros productos petrolíferos;2021;1.067
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Otros productos petrolíferos;2019;1.520
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Otros productos petrolíferos;2017;1.588
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Otros productos petrolíferos;2015;3.204
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Carbón y coque;2022;0
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Carbón y coque;2021;0
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Carbón y coque;2019;0
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Carbón y coque;2017;0
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Carbón y coque;2015;0
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Biocombustibles;2022;2.773
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Biocombustibles;2021;0
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Biocombustibles;2019;0
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Biocombustibles;2017;0
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Biocombustibles;2015;0
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Calor y otros consumos energéticos;2022;1.595
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Calor y otros consumos energéticos;2021;2.423
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Calor y otros consumos energéticos;2019;1.836
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Calor y otros consumos energéticos;2017;1.708
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Calor y otros consumos energéticos;2015;2.847
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Total consumos energéticos;2022;214.990
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Total consumos energéticos;2021;122.473
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Total consumos energéticos;2019;116.765
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Total consumos energéticos;2017;111.177
256 Tratamiento y revestimiento de metales ingeniería mecánica por cuenta de terceros;Total consumos energéticos;2015;104.037
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Electricidad;2022;30.600
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Electricidad;2021;18.180
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Electricidad;2019;16.761
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Electricidad;2017;17.850
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Electricidad;2015;20.802
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Gas;2022;3.038
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Gas;2021;2.571
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Gas;2019;2.249
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Gas;2017;2.192
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Gas;2015;3.229
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Gasóleo;2022;1.571
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Gasóleo;2021;1.255
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Gasóleo;2019;1.408
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Gasóleo;2017;1.053
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Gasóleo;2015;1.281
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Fueloil;2022;0
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Fueloil;2021;98
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Fueloil;2019;0
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Fueloil;2017;0
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Fueloil;2015;3
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Otros productos petrolíferos;2022;261
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Otros productos petrolíferos;2021;245
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Otros productos petrolíferos;2019;135
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Otros productos petrolíferos;2017;223
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Otros productos petrolíferos;2015;192
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Carbón y coque;2022;0
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Carbón y coque;2021;0
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Carbón y coque;2019;0
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Carbón y coque;2017;0
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Carbón y coque;2015;0
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Biocombustibles;2022;23
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Biocombustibles;2021;0
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Biocombustibles;2019;0
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Biocombustibles;2017;0
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Biocombustibles;2015;9
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Calor y otros consumos energéticos;2022;1
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Calor y otros consumos energéticos;2021;167
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Calor y otros consumos energéticos;2019;153
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Calor y otros consumos energéticos;2017;4
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Calor y otros consumos energéticos;2015;0
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Total consumos energéticos;2022;35.494
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Total consumos energéticos;2021;22.517
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Total consumos energéticos;2019;20.705
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Total consumos energéticos;2017;21.322
257 Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería (CNAE 25.7);Total consumos energéticos;2015;25.516
259 Fabricación de otros productos metálicos (CNAE 25.9);Electricidad;2022;159.356
259 Fabricación de otros productos metálicos (CNAE 25.9);Electricidad;2021;92.152
259 Fabricación de otros productos metálicos (CNAE 25.9);Electricidad;2019;74.357
259 Fabricación de otros productos metálicos (CNAE 25.9);Electricidad;2017;64.490
259 Fabricación de otros productos metálicos (CNAE 25.9);Electricidad;2015;72.220
259 Fabricación de otros productos metálicos (CNAE 25.9);Gas;2022;62.255
259 Fabricación de otros productos metálicos (CNAE 25.9);Gas;2021;24.542
259 Fabricación de otros productos metálicos (CNAE 25.9);Gas;2019;23.279
259 Fabricación de otros productos metálicos (CNAE 25.9);Gas;2017;20.068
259 Fabricación de otros productos metálicos (CNAE 25.9);Gas;2015;23.004
259 Fabricación de otros productos metálicos (CNAE 25.9);Gasóleo;2022;4.561
259 Fabricación de otros productos metálicos (CNAE 25.9);Gasóleo;2021;4.444
259 Fabricación de otros productos metálicos (CNAE 25.9);Gasóleo;2019;6.407
259 Fabricación de otros productos metálicos (CNAE 25.9);Gasóleo;2017;4.005
259 Fabricación de otros productos metálicos (CNAE 25.9);Gasóleo;2015;5.869
259 Fabricación de otros productos metálicos (CNAE 25.9);Fueloil;2022;33
